sku,centro,model_first_flag,actual_first_markdown,delta_weeks
HK1162012VCH075,AB75,2026-03-16,2026-03-16,0.0
HK1162012VCH080,7501,2026-03-02,2026-03-02,0.0
HK1162012VCH080,AB75,2026-03-09,2026-03-09,0.0
HK1162012VCH085,7501,2026-02-23,2026-02-23,0.0
HK1162012VCH090,7501,2026-02-23,2026-02-23,0.0
HK1162012VCH090,AB75,2026-03-09,2026-03-09,0.0
HK1162012WWH070,7501,2026-03-02,2026-03-02,0.0
HK1162012WWH075,7501,2026-03-02,2026-03-02,0.0
HK1162012WWH085,7501,2026-03-02,2026-03-02,0.0
HK1162030ALF085,AB75,2025-11-03,2025-11-03,0.0
HK1162030ALF090,7501,2026-01-19,2026-01-19,0.0
HK1162030ALF090,7502,2026-02-16,2026-02-16,0.0
HK1162030ALF090,AB75,2026-01-12,2026-01-12,0.0
HK1162030ALF095,7501,2026-01-19,2026-01-19,0.0
HK1162030ALF095,7599,2025-11-24,2025-11-24,0.0
HK1162030ALF095,AB75,2025-10-13,2025-10-13,0.0
HK1162030ALF100,7502,2026-02-16,2026-02-16,0.0
HK1162030ALF100,7599,2026-01-05,2026-01-05,0.0
HK1162030ALF100,AB75,2025-12-22,2025-12-22,0.0
HK1162030ALF105,7501,2026-03-02,2026-03-09,1.0
HK1162030ALF105,7599,2026-01-05,2026-01-05,0.0
HK1162030ALF105,AB75,2025-11-03,2025-11-03,0.0
HK1162030ALF110,7599,2026-01-05,2026-01-05,0.0
HK1162030ALF110,AB75,2025-11-24,2025-11-24,0.0
HK1162030ALF120,7502,2026-02-16,2026-02-16,0.0
HK1162030ALF120,7599,2026-01-05,2026-01-05,0.0
HK1162030BBLC070,7501,2026-03-09,2026-03-09,0.0
HK1162030BBLC075,7501,2026-03-02,2026-03-02,0.0
HK1162030BBLC075,AB75,2026-03-16,2026-03-16,0.0
HK1162030BBLC080,7501,2026-03-02,2026-03-02,0.0
HK1162030BBLC085,7501,2026-02-23,2026-02-23,0.0
HK1162030BBLC090,AB75,2026-03-16,2026-03-16,0.0
HK1162030BBLC095,7501,2026-03-09,2026-03-09,0.0
HK1162030BBLC100,7501,2026-03-02,2026-03-02,0.0
HK1162030BBLC105,AB75,2026-03-16,2026-03-16,0.0
HK1162030BBLC110,7501,2026-03-02,2026-03-02,0.0
HK1162030BBLC110,AB75,2026-03-16,2026-03-16,0.0
HK1162030BBLC120,7501,2026-02-23,2026-02-23,0.0
HK1162030BBLC125,AB75,2026-03-16,2026-03-16,0.0
HK1162030BKSV070,AB75,2026-03-16,2026-03-16,0.0
HK1162030BKSV075,AB75,2026-02-23,2026-02-23,0.0
HK1162030BKSV080,AB75,2026-02-23,2026-02-23,0.0
HK1162030BKSV090,AB75,2026-02-23,2026-02-23,0.0
HK1162030BKSV100,7501,2026-03-09,2026-03-09,0.0
HK1162030BKSV105,7502,2026-03-09,2026-03-09,0.0
HK1162030BKSV110,7501,2026-03-09,2026-03-09,0.0
HK1162030BKSV110,AB75,2026-02-16,2026-02-16,0.0
HK1162030BKSV115,7501,2026-03-09,2026-03-09,0.0
HK1162030BWHT080,7501,2025-06-16,2026-03-09,38.0
HK1162030BWHT080,7502,2025-11-24,2025-11-24,0.0
HK1162030BWHT080,7599,2026-01-05,2026-01-05,0.0
HK1162030BWHT080,AB75,2025-10-27,2025-10-27,0.0
HK1162030BWHT085,7501,2025-06-16,2025-06-23,1.0
HK1162030BWHT085,7502,2025-12-22,2025-12-22,0.0
HK1162030BWHT085,7599,2025-11-24,2025-11-24,0.0
HK1162030BWHT085,AB75,2025-06-23,2025-06-23,0.0
HK1162030BWHT090,7501,2025-06-16,2025-06-23,1.0
HK1162030BWHT090,7502,2026-01-05,2026-01-05,0.0
HK1162030BWHT090,7599,2025-11-24,2025-11-24,0.0
HK1162030BWHT090,AB75,2025-06-30,2025-06-30,0.0
HK1162030BWHT095,7501,2025-06-16,2025-06-16,0.0
HK1162030BWHT095,7502,2025-10-13,2025-10-13,0.0
HK1162030BWHT095,7599,2025-11-24,2025-11-24,0.0
HK1162030BWHT095,AB75,2025-06-09,2025-06-09,0.0
HK1162030BWHT100,7501,2025-06-16,2025-06-23,1.0
HK1162030BWHT100,7502,2025-10-13,2025-10-13,0.0
HK1162030BWHT100,7599,2025-11-24,2025-11-24,0.0
HK1162030BWHT105,7501,2025-06-16,2025-06-23,1.0
HK1162030BWHT105,7502,2025-10-13,2025-10-13,0.0
HK1162030BWHT105,7599,2026-01-05,2026-01-05,0.0
HK1162030BWHT105,AB75,2025-06-23,2025-06-23,0.0
HK1162030BWHT110,7501,2025-06-16,2025-11-24,23.0
HK1162030BWHT110,7502,2026-02-02,2026-02-02,0.0
HK1162030BWHT110,7599,2026-01-05,2026-01-05,0.0
HK1162030BWHT110,AB75,2025-06-16,2025-06-16,0.0
HK1162030BWHT115,7501,2025-06-16,2025-07-14,4.0
HK1162030BWHT115,7599,2026-01-05,2026-01-05,0.0
HK1162030BWHT115,AB75,2025-07-28,2025-07-28,0.0
HK1162030BWHT120,7501,2025-06-16,2025-12-01,24.0
HK1162030BWHT120,7502,2026-01-19,2026-01-19,0.0
HK1162030BWHT120,7599,2026-01-05,2026-01-05,0.0
HK1162030BWHT120,AB75,2025-07-21,2025-07-21,0.0
HK1162030BWHT130,7501,2026-01-19,2026-01-19,0.0
HK1162030FFF080,7502,2025-10-20,2025-10-20,0.0
HK1162030FFF080,AB75,2025-12-15,2025-12-15,0.0
HK1162030FFF085,7501,2025-10-20,2025-10-20,0.0
HK1162030FFF085,AB75,2025-11-10,2025-11-10,0.0
HK1162030FFF090,7502,2025-11-24,2025-11-24,0.0
HK1162030FFF090,AB75,2025-12-01,2025-12-01,0.0
HK1162030FFF095,7501,2025-11-24,2025-11-24,0.0
HK1162030FFF095,7502,2025-12-08,2025-12-08,0.0
HK1162030FFF095,AB75,2025-11-24,2025-11-24,0.0
HK1162030FFF100,7501,2026-02-09,2026-02-09,0.0
HK1162030FFF100,7502,2025-11-24,2025-11-24,0.0
HK1162030FFF100,AB75,2025-10-20,2025-10-20,0.0
HK1162030FFF105,7501,2025-11-10,2025-11-10,0.0
HK1162030FFF105,7502,2025-11-24,2025-11-24,0.0
HK1162030FFF105,AB75,2025-12-01,2025-12-01,0.0
HK1162030FFF110,7501,2025-12-01,2025-12-01,0.0
HK1162030FFF110,7502,2025-12-08,2025-12-08,0.0
HK1162030FFF110,AB75,2025-11-24,2025-11-24,0.0
HK1162030FFF130,AB75,2025-12-15,2025-12-15,0.0
HK1162030FGZ085,7501,2025-06-23,2025-06-23,0.0
HK1162030FGZ085,AB75,2025-10-06,2025-10-06,0.0
HK1162030FGZ090,7501,2025-11-24,2025-11-24,0.0
HK1162030FGZ090,AB75,2025-06-30,2025-06-30,0.0
HK1162030FGZ095,7501,2025-11-17,2025-12-01,2.0
HK1162030FGZ095,AB75,2025-07-07,2025-07-07,0.0
HK1162030FGZ100,7501,2025-11-17,2025-11-24,1.0
HK1162030FGZ100,AB75,2025-09-01,2025-09-01,0.0
HK1162030FGZ105,7501,2025-07-07,2025-07-07,0.0
HK1162030FGZ105,AB75,2025-07-21,2025-07-21,0.0
HK1162030FGZ110,7501,2025-06-30,2025-06-30,0.0
HK1162030FGZ110,AB75,2025-06-09,2025-06-09,0.0
HK1162030FGZ115,7501,2025-09-01,2025-09-01,0.0
HK1162030FGZ115,AB75,2025-07-14,2025-07-14,0.0
HK1162030FGZ120,7501,2025-06-30,2025-06-30,0.0
HK1162030GYST085,7599,2026-01-05,2026-01-05,0.0
HK1162030GYST085,AB75,2025-12-15,2025-12-15,0.0
HK1162030GYST090,7501,2025-10-27,2025-10-27,0.0
HK1162030GYST090,AB75,2025-12-15,2025-12-15,0.0
HK1162030GYST095,7501,2026-01-12,2026-01-12,0.0
HK1162030GYST095,7599,2026-01-05,2026-01-05,0.0
HK1162030GYST095,AB75,2025-12-15,2025-12-15,0.0
HK1162030GYST100,7501,2026-01-26,2026-01-26,0.0
HK1162030GYST100,7599,2026-01-05,2026-01-05,0.0
HK1162030GYST100,AB75,2025-12-15,2025-12-15,0.0
HK1162030GYST110,7599,2025-11-24,2025-11-24,0.0
HK1162030GYST110,AB75,2025-12-15,2025-12-15,0.0
HK1162030GYST115,7501,2026-02-09,2026-02-09,0.0
HK1162030GYST120,7599,2026-01-05,2026-01-05,0.0
HK1162030GYST120,AB75,2025-12-29,2025-12-29,0.0
HK1162030HSK080,7501,2025-07-21,2025-07-21,0.0
HK1162030HSK080,AB75,2025-06-30,2025-06-30,0.0
HK1162030HSK085,AB75,2025-06-23,2025-06-23,0.0
HK1162030HSK090,7501,2025-06-23,2025-06-23,0.0
HK1162030HSK090,AB75,2025-07-21,2025-07-21,0.0
HK1162030HSK095,AB75,2025-07-14,2025-07-14,0.0
HK1162030HSK100,7501,2025-06-16,2025-06-23,1.0
HK1162030HSK100,AB75,2025-06-30,2025-06-30,0.0
HK1162030HSK105,7501,2025-06-16,2025-06-23,1.0
HK1162030HSK105,AB75,2025-06-23,2025-06-23,0.0
HK1162030HSK110,7501,2025-06-16,2025-06-23,1.0
HK1162030HSK110,AB75,2025-07-28,2025-07-28,0.0
HK1162030HSK115,7501,2025-07-21,2025-07-21,0.0
HK1162030HSK115,AB75,2025-08-11,2025-08-11,0.0
HK1162030PTYG080,7501,2026-03-02,2026-03-02,0.0
HK1162030PTYG085,7501,2026-02-23,2026-02-23,0.0
HK1162030PTYG090,7501,2026-03-02,2026-03-02,0.0
HK1162030PTYG095,7501,2026-03-09,2026-03-09,0.0
HK1162030PTYG100,7501,2026-02-23,2026-02-23,0.0
HK1162030PTYG105,7501,2026-02-23,2026-02-23,0.0
HK1162030PTYG115,7501,2026-03-02,2026-03-02,0.0
HK1162030PTYG120,7501,2026-03-02,2026-03-02,0.0
HK1162030SGNN085,7501,2026-03-02,2026-03-02,0.0
HK1162030SGNN090,7501,2026-03-02,2026-03-02,0.0
HK1162030SGNN090,AB75,2026-03-09,2026-03-09,0.0
HK1162030SGNN095,7501,2026-03-09,2026-03-09,0.0
HK1162030SGNN105,7501,2026-03-09,2026-03-09,0.0
HK1162030SGNN115,7501,2026-03-09,2026-03-09,0.0
HK1162030SGNN120,7502,2026-03-09,2026-03-09,0.0
HK1162030WWH085,7502,2025-10-13,2025-10-13,0.0
HK1162030WWH085,AB75,2025-12-22,2025-12-22,0.0
HK1162030WWH090,7501,2025-11-10,2025-11-10,0.0
HK1162030WWH090,7502,2025-12-01,2025-12-01,0.0
HK1162030WWH090,AB75,2026-02-09,2026-02-09,0.0
HK1162030WWH095,7502,2025-12-29,2025-12-29,0.0
HK1162030WWH095,AB75,2026-02-02,2026-02-02,0.0
HK1162030WWH100,7502,2025-10-06,2025-10-06,0.0
HK1162030WWH105,7502,2025-12-22,2025-12-22,0.0
HK1162030WWH110,7501,2026-02-16,2026-02-16,0.0
HK1162030WWH115,7502,2026-02-23,2026-02-23,0.0
HK1162030WWH120,AB75,2026-03-02,2026-03-02,0.0
HK1162030WWH130,AB75,2025-12-08,2025-12-08,0.0
HK1162031BBLC055,7501,2026-03-09,2026-03-09,0.0
HK1162031BBLC065,7501,2026-03-02,2026-03-02,0.0
HK1162031BBLC070,7501,2026-03-02,2026-03-02,0.0
HK1162031BBLC075,7501,2026-03-02,2026-03-02,0.0
HK1162031BBLC080,7501,2026-03-02,2026-03-02,0.0
HK1162031BBLC085,7501,2026-02-23,2026-02-23,0.0
HK1162031BBLC090,7501,2026-03-02,2026-03-02,0.0
HK1162031BHLB070,7501,2026-03-09,2026-03-09,0.0
HK1162031BHLB075,7501,2026-03-09,2026-03-09,0.0
HK1162031BHLB090,7501,2026-03-02,2026-03-02,0.0
HK1162031BHRS055,AB75,2025-11-17,2025-11-17,0.0
HK1162031BHRS060,7502,2025-09-29,2025-09-29,0.0
HK1162031BHRS060,AB75,2025-12-08,2025-12-08,0.0
HK1162031BHRS065,7501,2025-11-10,2025-11-10,0.0
HK1162031BHRS065,7502,2025-12-29,2025-12-29,0.0
HK1162031BHRS065,7599,2025-11-24,2025-11-24,0.0
HK1162031BHRS065,AB75,2026-02-09,2026-02-09,0.0
HK1162031BHRS070,7501,2025-12-22,2025-12-22,0.0
HK1162031BHRS070,7599,2026-01-05,2026-01-05,0.0
HK1162031BHRS070,AB75,2025-12-08,2025-12-08,0.0
HK1162031BHRS075,7501,2026-01-12,2026-01-12,0.0
HK1162031BHRS075,7502,2026-01-05,2026-01-05,0.0
HK1162031BHRS075,AB75,2026-02-09,2026-02-09,0.0
HK1162031BHRS080,7502,2025-10-06,2025-10-06,0.0
HK1162031BHRS080,7599,2025-11-24,2025-11-24,0.0
HK1162031BHRS080,AB75,2025-12-15,2025-12-15,0.0
HK1162031BHRS085,7502,2025-12-29,2025-12-29,0.0
HK1162031BHRS085,7599,2025-11-24,2025-11-24,0.0
HK1162031BHRS085,AB75,2026-03-16,2026-03-16,0.0
HK1162031BHRS090,7599,2025-11-24,2025-11-24,0.0
HK1162031BHRS095,AB75,2026-02-09,2026-02-09,0.0
HK1162031BHRS100,AB75,2026-03-02,2026-03-02,0.0
HK1162031BWHT055,7501,2025-06-09,2025-06-09,0.0
HK1162031BWHT055,AB75,2025-09-15,2025-09-15,0.0
HK1162031BWHT060,7501,2025-08-18,2025-08-18,0.0
HK1162031BWHT060,7502,2026-01-12,2026-01-12,0.0
HK1162031BWHT060,AB75,2025-07-07,2025-07-07,0.0
HK1162031BWHT065,7501,2025-06-16,2025-06-23,1.0
HK1162031BWHT065,7502,2025-09-29,2025-09-29,0.0
HK1162031BWHT065,AB75,2025-09-15,2025-09-15,0.0
HK1162031BWHT070,7501,2025-06-16,2025-07-21,5.0
HK1162031BWHT070,7502,2025-10-06,2025-10-06,0.0
HK1162031BWHT070,AB75,2025-06-16,2025-06-16,0.0
HK1162031BWHT075,7501,2025-06-16,2025-07-14,4.0
HK1162031BWHT075,7502,2025-12-01,2025-12-01,0.0
HK1162031BWHT075,7599,2026-01-05,2026-01-05,0.0
HK1162031BWHT075,AB75,2025-06-23,2025-06-23,0.0
HK1162031BWHT080,7501,2025-06-16,2025-06-23,1.0
HK1162031BWHT080,7502,2025-12-29,2025-12-29,0.0
HK1162031BWHT080,7599,2026-01-05,2026-01-05,0.0
HK1162031BWHT080,AB75,2025-07-28,2025-07-28,0.0
HK1162031BWHT085,7501,2025-06-16,2025-06-23,1.0
HK1162031BWHT085,7502,2025-10-20,2025-10-20,0.0
HK1162031BWHT085,AB75,2025-06-23,2025-06-23,0.0
HK1162031BWHT090,7501,2025-06-16,2025-09-29,15.0
HK1162031BWHT090,7599,2026-01-05,2026-01-05,0.0
HK1162031BWHT090,AB75,2025-08-04,2025-08-04,0.0
HK1162031BWHT095,7599,2026-01-05,2026-01-05,0.0
HK1162031BWHT095,AB75,2026-01-12,2026-01-12,0.0
HK1162031FGZ055,7501,2025-10-13,2025-10-13,0.0
HK1162031FGZ060,7501,2025-09-08,2025-09-08,0.0
HK1162031FGZ065,7501,2025-09-08,2025-09-08,0.0
HK1162031FGZ065,AB75,2025-08-04,2025-08-04,0.0
HK1162031FGZ070,7501,2025-09-15,2025-09-15,0.0
HK1162031FGZ070,AB75,2025-06-09,2025-06-09,0.0
HK1162031FGZ075,7501,2025-07-07,2025-07-07,0.0
HK1162031FGZ075,AB75,2025-07-28,2025-07-28,0.0
HK1162031FGZ080,7501,2025-07-07,2025-07-07,0.0
HK1162031FGZ080,AB75,2025-06-09,2025-06-09,0.0
HK1162031FGZ085,7501,2025-10-06,2025-10-06,0.0
HK1162031FGZ085,AB75,2025-07-07,2025-07-07,0.0
HK1162031GRTM055,AB75,2026-03-09,2026-03-09,0.0
HK1162031GRTM070,7501,2026-03-02,2026-03-02,0.0
HK1162031GRTM075,7501,2026-03-02,2026-03-02,0.0
HK1162031GRTM075,AB75,2026-03-09,2026-03-09,0.0
HK1162031GRTM085,7501,2026-02-23,2026-02-23,0.0
HK1162031SJD055,7599,2026-01-05,2026-01-05,0.0
HK1162031SJD055,AB75,2026-02-23,2026-02-23,0.0
HK1162031SJD060,7599,2025-11-24,2025-11-24,0.0
HK1162031SJD065,7599,2025-11-24,2025-11-24,0.0
HK1162031SJD070,7502,2026-01-19,2026-01-19,0.0
HK1162031SJD070,AB75,2026-01-19,2026-01-19,0.0
HK1162031SJD075,7501,2025-12-08,2025-12-08,0.0
HK1162031SJD075,7502,2026-01-19,2026-01-19,0.0
HK1162031SJD075,7599,2025-11-24,2025-11-24,0.0
HK1162031SJD075,AB75,2026-02-16,2026-02-16,0.0
HK1162031SJD080,7501,2025-11-17,2025-11-17,0.0
HK1162031SJD080,7502,2025-12-08,2025-12-08,0.0
HK1162031SJD080,7599,2025-11-24,2025-11-24,0.0
HK1162031SJD080,AB75,2025-11-03,2025-11-03,0.0
HK1162031SJD085,7502,2025-12-01,2025-12-01,0.0
HK1162031SJD085,7599,2025-11-24,2025-11-24,0.0
HK1162031SJD085,AB75,2025-10-06,2025-10-06,0.0
HK1162031SJD090,7599,2025-11-24,2025-11-24,0.0
HK1162031SJD090,AB75,2025-10-13,2025-10-13,0.0
HK1162031SLSSN075,7501,2026-03-02,2026-03-02,0.0
HK1162031SLSSN090,7501,2026-03-16,2026-03-16,0.0
HK1162031SLSSN090,AB75,2026-03-09,2026-03-09,0.0
HK1162031VCH070,7501,2026-03-09,2026-03-09,0.0
HK1162031VCH080,7501,2026-02-23,2026-02-23,0.0
HK1162031VCH085,7501,2026-03-02,2026-03-02,0.0
HK1162031VCH090,7501,2026-03-09,2026-03-09,0.0
HK1162031WTCL055,7501,2025-10-27,2025-10-27,0.0
HK1162031WTCL055,7502,2025-12-15,2025-12-15,0.0
HK1162031WTCL055,7599,2026-01-05,2026-01-05,0.0
HK1162031WTCL055,AB75,2025-08-04,2025-08-04,0.0
HK1162031WTCL060,7501,2025-12-15,2025-12-15,0.0
HK1162031WTCL060,7599,2026-01-05,2026-01-05,0.0
HK1162031WTCL060,AB75,2025-08-04,2025-08-04,0.0
HK1162031WTCL065,7502,2025-11-24,2025-11-24,0.0
HK1162031WTCL070,7501,2025-06-23,2025-06-23,0.0
HK1162031WTCL070,7502,2025-10-06,2025-10-06,0.0
HK1162031WTCL070,AB75,2025-12-15,2025-12-15,0.0
HK1162031WTCL075,7501,2025-07-14,2025-07-14,0.0
HK1162031WTCL075,7599,2026-01-05,2026-01-05,0.0
HK1162031WTCL075,AB75,2025-09-08,2025-09-08,0.0
HK1162031WTCL080,7501,2025-08-18,2025-08-25,1.0
HK1162031WTCL080,AB75,2025-07-07,2025-07-07,0.0
HK1162031WTCL085,7502,2025-12-29,2025-12-29,0.0
HK1162031WTCL085,AB75,2025-07-14,2025-07-14,0.0
HK1162031WTCL090,7501,2025-06-23,2025-06-23,0.0
HK1162031WTCL090,7502,2025-12-15,2025-12-15,0.0
HK1162031WTCL090,AB75,2025-07-28,2025-07-28,0.0
HK1162031WWH055,AB75,2026-01-12,2026-01-12,0.0
HK1162031WWH060,7501,2026-02-23,2026-03-02,1.0
HK1162031WWH060,7502,2025-12-22,2025-12-29,1.0
HK1162031WWH065,7501,2026-02-09,2026-02-09,0.0
HK1162031WWH065,7502,2025-11-24,2025-11-24,0.0
HK1162031WWH070,7501,2025-12-22,2025-12-22,0.0
HK1162031WWH070,AB75,2026-02-16,2026-02-16,0.0
HK1162031WWH075,7501,2025-12-29,2025-12-29,0.0
HK1162031WWH075,AB75,2025-12-08,2025-12-08,0.0
HK1162031WWH080,7501,2025-11-03,2025-11-03,0.0
HK1162031WWH080,7502,2026-01-19,2026-01-19,0.0
HK1162031WWH080,AB75,2025-11-10,2025-11-10,0.0
HK1162031WWH085,AB75,2025-11-10,2025-11-10,0.0
HK1162031WWH095,AB75,2026-03-02,2026-03-02,0.0
HK1162053FLCK065,7501,2025-09-15,2025-09-15,0.0
HK1162053FLCK070,AB75,2025-04-21,2025-04-21,0.0
HK1162053FLCK075,7501,2025-09-15,2025-09-15,0.0
HK1162053FLCK075,AB75,2025-04-14,2025-04-14,0.0
HK1162053FLCK085,7501,2025-09-22,2025-09-22,0.0
HK1162053FLCK090,AB75,2025-04-07,2025-04-07,0.0
HK1162053FLCK095,7501,2025-12-01,2025-12-01,0.0
HK1162053FLCK095,AB75,2025-06-09,2025-06-09,0.0
HK1162053FLCK100,7501,2025-03-24,2025-03-24,0.0
HK1162053FLCK115,7501,2025-03-24,2025-03-24,0.0
HK1162053SKYW070,7501,2026-02-23,2026-02-23,0.0
HK1162053SKYW070,7599,2025-11-24,2025-11-24,0.0
HK1162053SKYW075,7501,2026-03-09,2026-03-09,0.0
HK1162053SKYW075,7599,2026-01-05,2026-01-05,0.0
HK1162053SKYW080,7599,2026-01-05,2026-01-05,0.0
HK1162053SKYW080,AB75,2025-12-15,2025-12-15,0.0
HK1162053SKYW085,AB75,2025-11-10,2025-11-10,0.0
HK1162053SKYW090,7501,2026-03-02,2026-03-09,1.0
HK1162053SKYW090,7502,2026-02-09,2026-02-09,0.0
HK1162053SKYW090,7599,2026-01-05,2026-01-05,0.0
HK1162053SKYW090,AB75,2026-02-23,2026-02-23,0.0
HK1162053SKYW095,7502,2025-10-27,2025-10-27,0.0
HK1162053SKYW095,7599,2026-01-05,2026-01-05,0.0
HK1162053SKYW095,AB75,2025-10-13,2025-10-13,0.0
HK1162053SKYW100,7501,2026-03-02,2026-03-09,1.0
HK1162053SKYW100,7599,2026-01-05,2026-01-05,0.0
HK1162053SKYW100,AB75,2025-10-27,2025-10-27,0.0
HK1162053SKYW105,7599,2026-01-05,2026-01-05,0.0
HK1162053SKYW110,7501,2025-11-24,2025-11-24,0.0
HK1162053SKYW115,7599,2025-11-24,2025-11-24,0.0
HK1162053SKYW120,7501,2025-10-27,2025-10-27,0.0
HK1162053SKYW120,7599,2025-11-24,2025-11-24,0.0
HK1162530GVLC080,AB75,2026-03-16,2026-03-16,0.0
HK1162530GVLC100,7501,2026-02-23,2026-02-23,0.0
HK1162530GVLC115,7501,2026-03-09,2026-03-09,0.0
HK1162530SMLK080,7501,2025-06-09,2025-06-09,0.0
HK1162530SMLK085,7501,2025-06-16,2025-06-16,0.0
HK1162530SMLK085,AB75,2025-06-09,2025-06-09,0.0
HK1162530SMLK090,7501,2025-04-14,2025-04-14,0.0
HK1162530SMLK090,7502,2025-11-03,2025-11-03,0.0
HK1162530SMLK095,7501,2025-07-07,2025-07-07,0.0
HK1162530SMLK095,AB75,2025-04-28,2025-04-28,0.0
HK1162530SMLK100,7501,2025-06-23,2025-06-23,0.0
HK1162530SMLK100,7502,2025-11-24,2025-11-24,0.0
HK1162530SMLK105,7501,2025-06-23,2025-06-23,0.0
HK1162530SMLK105,AB75,2025-03-24,2025-03-24,0.0
HK1162530SMLK110,7501,2025-07-14,2025-07-14,0.0
HK1162530SMLK115,7501,2025-05-12,2025-05-12,0.0
HK1162530SMLK120,7501,2025-07-07,2025-07-07,0.0
HK1162530WYS080,AB75,2026-03-09,2026-03-09,0.0
HK1162530WYS090,AB75,2025-11-10,2025-11-10,0.0
HK1162530WYS095,AB75,2026-02-23,2026-02-23,0.0
HK1162530WYS100,AB75,2025-11-24,2025-11-24,0.0
HK1162530WYS105,7502,2025-10-27,2025-10-27,0.0
HK1162530WYS120,AB75,2025-12-22,2025-12-22,0.0
HK1162531GRK065,AB75,2026-02-23,2026-02-23,0.0
HK1162531GRK070,7501,2026-03-16,2026-03-16,0.0
HK1162531GRK075,7501,2026-03-02,2026-03-02,0.0
HK1162531GRK075,AB75,2026-03-16,2026-03-16,0.0
HK1162531RGRS070,AB75,2025-12-08,2025-12-08,0.0
HK1162531RGRS075,AB75,2025-12-22,2025-12-22,0.0
HK1162531RGRS080,7502,2026-03-09,2026-03-09,0.0
HK1162531RGRS080,AB75,2026-01-26,2026-01-26,0.0
HK1162770BBNB080,AB75,2025-06-16,2025-06-16,0.0
HK1162770BBNB085,AB75,2025-06-09,2025-06-09,0.0
HK1162770BBNB095,AB75,2025-07-21,2025-07-21,0.0
HK1162850CRBN070,7501,2025-12-01,2025-12-01,0.0
HK1162850CRBN085,7501,2025-12-29,2025-12-29,0.0
HK1162850CRBN085,AB75,2025-04-28,2025-04-28,0.0
HK1162850CRBN090,AB75,2025-10-27,2025-10-27,0.0
HK1162850CRBN095,7501,2025-12-01,2025-12-01,0.0
HK1162850CRBN095,AB75,2025-09-29,2025-09-29,0.0
HK1162850CRBN100,7501,2025-12-29,2025-12-29,0.0
HK1162850CRBN110,7501,2025-09-22,2025-09-22,0.0
HK1162850CRBN110,AB75,2025-09-22,2025-09-22,0.0
HK1162850CRBN115,7501,2025-12-29,2025-12-29,0.0
HK1162850CRBN120,7501,2026-01-19,2026-01-19,0.0
HK1162850SSTST075,7501,2026-03-09,2026-03-09,0.0
HK1162850SSTST085,7501,2025-05-05,2025-05-05,0.0
HK1162850SSTST090,7501,2025-07-07,2025-07-07,0.0
HK1162850SSTST095,7501,2025-06-02,2025-06-02,0.0
HK1162850SSTST100,7501,2025-12-01,2025-12-01,0.0
HK1162850SSTST105,7501,2025-06-23,2025-06-23,0.0
HK1162850SSTST120,7501,2026-01-26,2026-01-26,0.0
HK1164330ARFOSF,7501,2025-03-24,2025-03-24,0.0
HK1164330ARFOSF,7502,2025-09-29,2025-09-29,0.0
HK1164330ARFOSF,AB75,2025-10-06,2025-10-06,0.0
HK1164330BLKOSF,7501,2025-03-17,2025-03-24,1.0
HK1164330BLKOSF,7502,2026-02-09,2026-02-09,0.0
HK1164330BLKOSF,AB75,2026-02-09,2026-02-09,0.0
HK1164330DZYOSF,7501,2025-03-17,2025-03-17,0.0
HK1164330DZYOSF,7502,2025-09-29,2025-09-29,0.0
HK1164330DZYOSF,AB75,2025-11-03,2025-11-03,0.0
HK1164330HKBOSF,7501,2025-05-05,2025-05-12,1.0
HK1164330HKBOSF,7502,2025-09-29,2025-09-29,0.0
HK1164330HKBOSF,AB75,2025-09-29,2025-10-06,1.0
HK1164330HKCTOSF,7502,2026-02-16,2026-02-16,0.0
HK1164330WHTOSF,7501,2025-03-17,2025-03-17,0.0
HK1164330WHTOSF,7502,2025-09-29,2025-09-29,0.0
HK1164330WHTOSF,AB75,2025-12-15,2025-12-15,0.0
HK1164333GLMM00L,7501,2026-02-09,2026-02-09,0.0
HK1164333SYW00L,7501,2025-08-11,2025-08-11,0.0
HK1164333SYW00L,7502,2025-10-06,2025-10-06,0.0
HK1164333SYW00M,7501,2025-06-30,2025-06-30,0.0
HK1164333SYW00M,7502,2025-09-29,2025-09-29,0.0
HK1164333WHT00L,7501,2025-10-27,2025-10-27,0.0
HK1164333WHT00L,7502,2025-12-15,2025-12-22,1.0
HK1164333WHT00M,7501,2025-06-30,2025-06-30,0.0
HK1164333WHT00M,7502,2025-09-29,2025-09-29,0.0
HK1164350BLK00L,7501,2026-03-02,2026-03-09,1.0
HK1164350BLK00L,AB75,2026-03-02,2026-03-02,0.0
HK1164350BLK00M,7501,2026-02-09,2026-02-09,0.0
HK1164350LLCCR00S,7501,2026-03-02,2026-03-02,0.0
HK1164350SLTB00L,7502,2026-02-16,2026-02-16,0.0
HK1164930BLK00L,7501,2026-01-19,2026-01-19,0.0
HK1164930BLK00L,7502,2025-12-01,2025-12-01,0.0
HK1164930BLK00M,7501,2026-01-19,2026-01-19,0.0
HK1164930BLK00M,7502,2025-10-13,2025-10-13,0.0
HK1164930BLK00M,AB75,2025-12-08,2025-12-08,0.0
HK1164930BLK0XL,7501,2026-03-09,2026-03-09,0.0
HK1164930BLK0XL,7502,2026-03-09,2026-03-09,0.0
HK1164930FRN00L,7501,2026-03-02,2026-03-09,1.0
HK1164930FRN00L,7502,2025-10-13,2025-10-13,0.0
HK1164930FRN00M,7501,2026-01-12,2026-01-12,0.0
